DYtoLNuJJ_TypeIHeavyN-Mu_1L_NLO_MN500,0.005,102000
WtoLNuJJ_TypeIHeavyN-Mu_1L_NLO_MN500,0.00965,113000
WtoLNuBB_TypeIHeavyN-Mu_1L_NLO_MN500,0.0145,70000
DYtoLNuJJ_TypeIHeavyN-Mu_1L_NLO_MN1000,0.00024,41000
WtoLNuJJ_TypeIHeavyN-Mu_1L_NLO_MN1000,0.000871,51000
WtoLNuBB_TypeIHeavyN-Mu_1L_NLO_MN1000,0.00131,37000
